Province_State,Country_Region,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020
Illinois,US,17,18,20,25,29,31,32,33,39,42,43,43,44,50,50,54,58,61,62,64,68,69
Illinois,US,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Illinois,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,US,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
Illinois,US,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Illinois,US,3,3,3,3,3,5,6,6,7,8,8,8,8,9,9,9,10,12,12,12,13,13
Illinois,US,4,5,7,10,13,14,15,17,17,17,18,19,19,21,21,21,21,41,26,26,30,25
Illinois,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,5,5,5
Illinois,US,0,2,2,5,5,5,5,5,5,7,7,8,8,8,8,8,8,9,9,9,10,10
Illinois,US,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1
Illinois,US,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,4,13,15,15,19
Illinois,US,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,4,5,6,7,7,7,7
Illinois,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Illinois,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Illinois,US,5,6,9,15,18,18,21,21,23,24,25,26,28,30,29,30,31,36,36,41,42,45
Illinois,US,322,384,455,582,648,697,840,914,1010,1077,1126,1228,1283,1350,1433,1494,1566,1603,1643,1692,1736,1820
Illinois,US,1,1,2,3,3,3,8,9,10,10,10,10,10,10,12,12,13,13,14,15,16,17
Illinois,US,18,24,28,36,42,49,59,63,66,77,80,94,99,101,112,121,145,172,178,195,207,238
Illinois,US,3,3,4,6,6,6,7,7,7,7,7,7,9,10,11,11,11,11,11,11,11,11
Indiana,US,1,1,1,2,2,2,2,2,2,4,4,5,5,6,6,6,6,7,7,7,7,7
Indiana,US,39,46,58,59,63,87,90,95,105,119,136,147,156,167,180,224,271,293,301,327,336,343
Indiana,US,13,15,23,45,54,54,55,66,83,83,108,110,110,110,113,116,130,131,136,140,140,146
Indiana,US,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,4,4,4,4,4
Indiana,US,0,1,1,2,3,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6
Indiana,US,29,32,38,50,57,64,74,76,84,90,103,109,109,125,129,136,145,151,153,154,161,166
Indiana,US,3,3,3,4,5,5,8,9,9,9,12,12,12,13,14,14,14,14,14,14,14,14
Indiana,US,2,2,2,3,3,3,3,3,3,4,5,5,5,6,6,6,6,6,6,7,8,7
Indiana,US,1,2,2,4,4,4,12,15,16,18,23,22,28,28,33,37,50,52,71,87,107,138
Indiana,US,38,49,55,61,66,71,82,86,96,104,106,112,117,132,137,143,151,160,162,177,181,188
Indiana,US,1,1,2,3,4,4,7,11,12,11,11,11,12,12,13,14,14,15,18,20,19,19
Indiana,US,1,1,3,3,4,4,5,8,10,11,11,11,11,12,13,14,16,16,18,19,20,20
Indiana,US,1,1,3,5,5,5,9,11,11,12,12,12,12,12,12,12,12,12,12,13,13,13
Indiana,US,0,0,0,0,2,2,4,5,8,9,9,10,10,12,21,24,27,29,34,34,38,38
Indiana,US,17,22,25,30,33,38,41,47,52,59,59,60,129,60,61,61,63,65,68,68,70,72
Indiana,US,48,59,70,79,80,90,90,99,107,118,123,127,129,153,155,160,165,166,168,168,171,178
Indiana,US,2,2,3,3,4,4,4,4,5,5,5,5,60,6,6,10,11,13,13,13,13,13
Indiana,US,22,25,30,33,37,40,40,46,49,56,63,66,69,72,77,85,91,92,110,114,116,121
Indiana,US,3,3,3,4,6,7,7,9,10,10,11,13,13,13,14,14,14,14,16,16,16,16
Indiana,US,23,27,29,31,35,36,43,46,56,61,71,83,89,100,105,123,130,148,152,164,179,185
Indiana,US,10,11,13,14,16,16,18,18,19,19,20,20,20,20,20,20,21,21,22,22,22,22
Indiana,US,21,34,37,41,50,50,74,77,88,93,105,107,108,111,116,125,130,137,142,142,142,149
Indiana,US,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,6,8,8,8
Indiana,US,39,45,48,50,53,55,60,61,64,66,67,69,69,74,75,75,87,89,89,90,91,91
Indiana,US,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,4,5,6,6,6,6
Indiana,US,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
Indiana,US,9,11,12,15,18,20,20,22,26,32,35,36,37,40,41,45,47,55,75,78,97,101
Indiana,US,3,8,9,9,10,10,11,12,12,14,14,19,25,25,28,36,37,42,42,42,44,44
Indiana,US,179,207,220,265,300,335,363,392,395,431,443,478,490,499,510,520,542,563,583,598,615,624
Indiana,US,33,37,41,57,61,72,89,99,100,109,112,118,118,121,129,127,132,135,143,151,149,151
Indiana,US,15,18,23,28,33,33,48,48,51,50,54,55,58,58,59,61,65,85,87,101,103,105
Indiana,US,91,116,138,163,177,196,225,243,256,287,301,315,330,350,360,378,407,435,471,499,511,518
Indiana,US,4,6,7,8,11,13,16,19,19,20,22,23,23,22,23,24,26,29,31,31,28,29
Indiana,US,20,24,25,27,27,32,37,44,42,46,46,48,50,50,60,61,61,68,68,72,71,75
Indiana,US,2,3,3,5,4,4,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6
Indiana,US,10,19,25,28,36,37,40,46,53,57,64,70,70,70,74,77,77,84,90,89,98,97
Indiana,US,9,11,13,15,12,15,14,14,16,15,16,17,18,18,19,19,22,21,22,25,26,24
Indiana,US,1,1,2,2,3,3,3,3,4,4,4,4,7,7,7,7,8,8,9,10,9,9
Indiana,US,1,3,5,5,5,6,6,7,10,10,13,12,12,16,15,15,18,18,18,20,21,21
Indiana,US,17,23,31,35,35,37,41,42,45,46,54,56,56,58,60,63,63,63,64,64,64,64
Indiana,US,118,126,136,153,167,195,212,230,248,270,287,317,327,329,347,358,371,393,411,426,451,456
Indiana,US,3,4,4,5,7,8,9,10,10,13,13,15,15,15,16,16,16,17,18,18,18,18
Indiana,US,5,5,8,11,12,14,14,16,16,17,17,18,18,19,19,21,22,22,22,22,22,23
Indiana,US,2,2,4,4,4,6,6,6,7,9,10,12,13,13,14,15,16,15,16,17,18,18
Indiana,US,180,215,244,313,335,369,418,461,525,576,676,744,796,819,876,978,1026,1095,1105,1182,1227,1292
Indiana,US,11,14,17,19,21,21,25,28,30,31,31,33,34,36,42,112,129,134,140,140,140,144
Indiana,US,11,12,22,36,39,39,44,55,56,59,63,68,71,73,73,74,76,77,79,81,83,83
Indiana,US,46,62,67,72,86,101,137,143,146,204,235,254,261,263,273,283,305,323,332,340,346,351
Indiana,US,1117,1304,1429,1570,1760,1956,2141,2290,2415,2600,2742,2887,3012,3063,3204,3320,3518,3624,3889,4052,4176,4263
Indiana,US,3,4,4,4,6,8,10,11,11,12,14,19,17,17,19,20,22,22,23,24,24,26
Indiana,US,0,0,0,1,1,2,1,1,2,2,2,5,5,5,5,5,5,5,5,6,6,6
Indiana,US,3,4,5,8,7,7,9,12,13,14,15,16,16,17,17,22,21,21,22,22,26,27
Indiana,US,33,36,40,45,48,48,54,60,61,70,75,83,87,91,95,102,108,113,114,114,115,118
Indiana,US,6,10,12,14,14,15,16,17,19,20,21,22,22,23,25,25,25,25,25,26,26,27
Indiana,US,41,48,52,60,65,76,79,82,82,89,94,101,103,104,105,108,111,111,116,119,124,124
Indiana,US,1,1,1,1,4,4,6,6,6,7,9,26,27,29,29,29,29,31,31,31,33,38
Indiana,US,3,3,5,9,11,11,11,11,13,14,14,14,15,17,25,27,29,34,36,38,40,45
Indiana,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
Indiana,US,3,3,5,5,7,9,14,11,12,13,16,17,18,18,19,22,24,25,30,34,34,38
Indiana,US,12,12,13,13,15,15,17,17,17,18,18,19,19,19,19,21,21,21,21,21,22,22
Indiana,US,0,0,1,2,2,5,6,5,5,6,7,7,7,7,7,7,8,7,9,9,9,9
Indiana,US,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,5,5,6,6,6
Indiana,US,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1
Indiana,US,27,35,45,51,59,79,84,85,93,95,107,118,120,127,135,143,155,168,175,180,183,193
Indiana,US,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,8,8
Indiana,US,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Indiana,US,11,11,13,14,17,21,25,27,30,31,32,32,33,38,42,43,47,50,51,51,53,53
Indiana,US,3,3,4,5,5,5,7,7,7,8,8,10,11,11,11,10,10,12,12,12,12,12
Indiana,US,33,39,47,51,60,70,76,76,77,79,81,84,86,89,88,89,77,80,82,82,83,86
Indiana,US,5,7,8,10,10,12,14,14,14,12,13,15,17,16,17,17,20,19,19,21,22,21
Indiana,US,57,65,72,89,102,112,129,142,150,165,186,192,194,234,273,306,358,388,402,412,442,454
Indiana,US,1,5,6,7,8,8,8,11,12,12,14,17,17,17,17,19,20,22,24,24,25,27
Indiana,US,19,24,26,32,37,45,51,56,61,63,68,71,75,77,79,86,97,99,105,111,120,125
Indiana,US,0,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,5,5
Indiana,US,1,2,2,2,3,4,5,6,6,8,8,9,9,10,10,10,10,11,11,11,11,11
Indiana,US,2,2,2,4,6,8,9,10,12,12,12,12,12,12,13,14,16,17,17,17,17,18
Indiana,US,3,3,3,3,3,3,3,4,4,4,5,6,6,6,6,7,7,7,8,9,10,10
Indiana,US,3,4,6,7,9,11,11,11,13,12,13,13,12,12,12,12,12,13,13,13,13,13
Indiana,US,18,19,26,28,29,34,36,38,40,42,43,45,45,46,46,51,53,55,56,58,59,59
Indiana,US,5,5,5,6,6,6,8,9,9,9,9,9,10,10,10,10,10,10,13,13,14,14
Indiana,US,0,0,0,2,3,3,3,5,5,5,5,5,9,6,6,6,6,6,6,6,6,6
Indiana,US,20,23,33,35,37,40,41,41,49,53,53,56,57,60,65,71,76,80,85,87,88,96
Indiana,US,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,6,7
Indiana,US,8,10,9,10,18,25,25,32,36,40,41,42,42,42,43,46,48,51,57,58,60,60
Indiana,US,1,1,1,1,1,3,5,5,6,7,7,7,7,7,7,8,9,9,9,10,10,10
Indiana,US,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,6,7,7,7,7
Indiana,US,8,8,10,12,13,19,23,26,30,33,34,36,38,39,41,51,53,55,58,59,69,68
Indiana,US,9,12,14,16,18,18,20,21,23,23,23,25,26,26,27,28,27,28,29,31,31,31
Indiana,US,3,3,6,6,8,10,13,16,16,16,17,17,19,19,20,21,22,23,27,28,28,30
Indiana,US,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,6,6
Indiana,US,2,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,6,6,7,8,8,11
Indiana,US,3,3,4,5,6,8,8,8,8,10,11,12,13,14,14,15,14,15,16,16,16,16
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,7,15,16,16,17,18,17,19,19,20,21,21,23,24,24,26,27,34,36,40,44,45
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,7,7,7,7,9,10,11,12,15,15,16,17,20,20,19,20,21,21,23,23,24,24
Iowa,US,7,8,8,10,12,12,15,19,21,35,41,47,62,78,85,109,138,166,192,259,366,379
Iowa,US,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,6,6,6,6
Iowa,US,0,1,1,2,2,2,2,2,2,2,3,3,4,9,9,10,23,26,26,28,32,33
Iowa,US,2,3,3,3,5,5,5,5,6,6,6,7,8,8,8,8,8,8,8,11,11,11
Iowa,US,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Iowa,US,9,11,11,11,12,13,13,18,19,20,20,20,21,21,22,23,23,25,26,26,26,27
Iowa,US,8,10,10,10,10,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Iowa,US,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3
Iowa,US,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2
Iowa,US,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
Iowa,US,2,2,3,3,4,4,5,5,5,6,7,7,7,7,7,7,7,7,7,7,8,8
Iowa,US,6,9,15,15,16,17,17,19,21,24,28,29,33,36,38,39,39,40,41,42,44,44
Iowa,US,1,1,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Iowa,US,27,31,33,33,35,35,35,35,36,36,37,37,36,37,38,42,44,45,45,52,55,59
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,0,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3
Iowa,US,2,1,1,1,1,1,3,3,3,3,3,4,5,7,7,7,8,8,11,13,13,13
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
Iowa,US,22,22,23,24,24,25,28,28,31,32,32,35,35,35,37,39,40,43,44,46,48,49
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,2,2,3,3,3,3,3,3,3,4,4,4,5,5,5,5,6,6,6,6,7,7
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,6,6
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4
Iowa,US,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Iowa,US,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,4,4
Iowa,US,10,10,10,10,10,10,10,11,11,12,12,12,12,12,12,12,12,12,13,14,14,15
Iowa,US,5,5,6,6,8,9,13,15,15,17,19,19,20,22,22,22,26,27,27,27,29,30
Iowa,US,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,8,8,10,12,13,13,13
Iowa,US,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5
Iowa,US,7,7,8,8,8,8,8,8,9,10,10,11,12,15,17,23,28,33,36,42,53,53
Iowa,US,0,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,6,7,7
Iowa,US,76,80,83,96,106,118,134,147,171,185,194,203,210,216,226,234,246,265,285,303,372,388
Iowa,US,4,5,5,5,6,6,6,6,8,8,8,8,10,11,11,12,13,14,14,15,16,17
Iowa,US,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3
Iowa,US,94,103,118,139,161,176,186,197,215,225,235,243,258,265,276,280,304,332,395,409,460,466
Iowa,US,0,0,1,1,6,7,20,30,41,56,70,76,79,149,166,166,169,177,212,215,242,248
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,0,0,1,2,2,2,2,2,2,2,2,3,4,4,4,5,5,5,5,5,5,5
Iowa,US,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4
Iowa,US,2,3,3,3,3,3,4,4,4,4,4,4,5,5,7,7,7,7,8,8,8,8
Iowa,US,0,0,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,5
Iowa,US,8,9,10,10,10,12,14,15,18,20,28,31,37,42,44,49,75,83,155,173,224,239
Iowa,US,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
Iowa,US,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Iowa,US,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,18,19,22,27,33,41,51,61,70,80,91,96,102,122,133,148,163,176,207,218,230,240
Iowa,US,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Iowa,US,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,3,4,4
Iowa,US,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,5,6,8,8,8,9,9
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,81,87,100,109,122,125,127,134,140,147,163,177,195,213,224,256,277,293,333,387,415,437
Iowa,US,5,5,6,8,7,8,9,11,11,12,12,12,12,14,14,15,18,18,18,18,18,18
Iowa,US,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,10,13,14,14
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,21,25,31,38,41,52,66,77,88,99,111,115,118,124,129,146,155,159,159,171,179,182
Iowa,US,3,3,5,5,6,6,6,6,6,6,6,6,6,6,7,7,9,9,9,9,9,9
Iowa,US,4,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Iowa,US,4,4,5,5,5,5,6,6,7,7,7,7,8,11,11,16,17,17,18,20,19,20
Iowa,US,14,17,22,29,30,35,42,46,63,70,77,86,101,108,111,114,121,123,187,197,223,225
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,2,3,5,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8
Iowa,US,1,1,1,1,1,2,2,2,2,3,4,4,6,7,7,6,6,7,6,6,6,6
Iowa,US,4,6,8,9,10,11,12,13,13,15,15,16,14,15,16,17,17,18,18,20,20,18
Iowa,US,34,36,43,47,49,52,57,62,65,70,79,81,89,95,101,106,109,113,118,121,124,124
Iowa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,US,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2
Iowa,US,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
Iowa,US,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,7,8
Iowa,US,4,7,8,8,8,8,9,11,12,15,18,18,19,20,21,22,25,35,37,44,81,100
Iowa,US,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iowa,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Kansas,US,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,6,6,6
Kansas,US,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kansas,US,1,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,6,6,6,7,9,9
Kansas,US,3,3,3,3,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,5,7,7,8,8,8,8,8,8,8,8,8,9,9,10,10,11,12,12,12,12,13
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Kansas,US,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Kansas,US,3,4,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,4
Kansas,US,0,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Kansas,US,16,16,18,23,24,29,32,35,36,36,38,38,40,41,45,45,45,46,47,47,47,47
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kansas,US,5,5,4,4,6,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Kansas,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
Kansas,US,31,31,31,32,33,36,38,38,38,38,39,39,40,40,41,42,42,43,43,43,43,43
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,4,4,4,8,8,8,8
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,1,3,4,9,10,10,11,11,12,12,15,15,17,17,18,21,27,31,35,41,42,56
Kansas,US,0,0,1,1,1,1,1,2,2,2,5,13,16,17,32,51,84,107,127,180,187,208
Kansas,US,7,7,9,9,9,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12
Kansas,US,0,0,0,0,2,2,4,4,5,5,5,5,8,10,9,9,9,9,9,9,9,9
Kansas,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
Kansas,US,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,2,2,2,2,2,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kansas,US,1,1,2,2,2,3,3,5,5,5,5,5,5,5,5,5,6,5,5,6,6,6
Kansas,US,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4
Kansas,US,143,161,172,185,192,212,219,244,252,252,283,304,309,323,334,343,358,369,372,377,384,396
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,4,4
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,1,1,1,4,4,5,8,9,11,11,18,18,18,19,20,20,20,20,20,20,20,20
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,25,27,31,33,36,40,43,59,61,61,75,85,90,95,95,115,115,123,128,135,136,150
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,12,16,17,19,24,23,25,26,27,27,27,27,30,32,32,48,47,57,77,77,111,110
Kansas,US,5,5,6,8,8,9,10,11,13,13,13,13,13,14,14,15,15,15,16,17,19,19
Kansas,US,0,0,1,2,2,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
